TIME,CH1
-1.7034e-04,0
-1.7030e-04,0
-1.7026e-04,0.004
-1.7022e-04,0
-1.7018e-04,0.004
-1.7014e-04,-0.004
-1.7010e-04,0.004
-1.7006e-04,0
-1.7002e-04,0
-1.6998e-04,0.004
-1.6994e-04,0
-1.6990e-04,0.004
-1.6986e-04,-0.004
-1.6982e-04,0.004
-1.6978e-04,0
-1.6974e-04,0
-1.6970e-04,0
-1.6966e-04,0
-1.6962e-04,0.004
-1.6958e-04,-0.004
-1.6954e-04,0
-1.6950e-04,0
-1.6946e-04,0.004
-1.6942e-04,0
-1.6938e-04,0.004
-1.6934e-04,0
-1.6930e-04,0.004
-1.6926e-04,0.004
-1.6922e-04,0
-1.6918e-04,0
-1.6914e-04,0
-1.6910e-04,0.004
-1.6906e-04,0
-1.6902e-04,0.004
-1.6898e-04,0
-1.6894e-04,0
-1.6890e-04,0.004
-1.6886e-04,0
-1.6882e-04,0
-1.6878e-04,0
-1.6874e-04,0
-1.6870e-04,0
-1.6866e-04,0
-1.6862e-04,0
-1.6858e-04,0
-1.6854e-04,0
-1.6850e-04,0.004
-1.6846e-04,0
-1.6842e-04,0.004
-1.6838e-04,0.004
-1.6834e-04,0
-1.6830e-04,0
-1.6826e-04,0
-1.6822e-04,0.004
-1.6818e-04,0
-1.6814e-04,0.004
-1.6810e-04,0
-1.6806e-04,0
-1.6802e-04,0.004
-1.6798e-04,0
-1.6794e-04,0.004
-1.6790e-04,0
-1.6786e-04,0
-1.6782e-04,0.004
-1.6778e-04,0
-1.6774e-04,0.004
-1.6770e-04,0
-1.6766e-04,0
-1.6762e-04,0.004
-1.6758e-04,0
-1.6754e-04,0
-1.6750e-04,0
-1.6746e-04,0
-1.6742e-04,0
-1.6738e-04,0
-1.6734e-04,0
-1.6730e-04,0.004
-1.6726e-04,0.004
-1.6722e-04,0
-1.6718e-04,0
-1.6714e-04,0.004
-1.6710e-04,0.004
-1.6706e-04,0
-1.6702e-04,0
-1.6698e-04,0.004
-1.6694e-04,0
-1.6690e-04,0
-1.6686e-04,0
-1.6682e-04,0.004
-1.6678e-04,0
-1.6674e-04,0
-1.6670e-04,0.004
-1.6666e-04,0
-1.6662e-04,0.004
-1.6658e-04,0
-1.6654e-04,0
-1.6650e-04,0
-1.6646e-04,0
-1.6642e-04,0
-1.6638e-04,0
-1.6634e-04,0
-1.6630e-04,0
-1.6626e-04,0.004
-1.6622e-04,0
-1.6618e-04,0
-1.6614e-04,0
-1.6610e-04,0.004
-1.6606e-04,0.004
-1.6602e-04,0.004
-1.6598e-04,0.004
-1.6594e-04,0.004
-1.6590e-04,0.004
-1.6586e-04,0.004
-1.6582e-04,0.004
-1.6578e-04,0.004
-1.6574e-04,0
-1.6570e-04,0
-1.6566e-04,0.004
-1.6562e-04,0
-1.6558e-04,0.004
-1.6554e-04,0
-1.6550e-04,0
-1.6546e-04,0
-1.6542e-04,0
-1.6538e-04,0.004
-1.6534e-04,0
-1.6530e-04,0
-1.6526e-04,0
-1.6522e-04,0.004
-1.6518e-04,0
-1.6514e-04,0
-1.6510e-04,0
-1.6506e-04,0.004
-1.6502e-04,0.004
-1.6498e-04,0.004
-1.6494e-04,0
-1.6490e-04,0
-1.6486e-04,0.004
-1.6482e-04,0.004
-1.6478e-04,0
-1.6474e-04,0
-1.6470e-04,0
-1.6466e-04,0
-1.6462e-04,0
-1.6458e-04,0
-1.6454e-04,0
-1.6450e-04,0
-1.6446e-04,0
-1.6442e-04,0
-1.6438e-04,0
-1.6434e-04,0
-1.6430e-04,0
-1.6426e-04,0.004
-1.6422e-04,0
-1.6418e-04,0.004
-1.6414e-04,0
-1.6410e-04,0.004
-1.6406e-04,0
-1.6402e-04,0
-1.6398e-04,0
-1.6394e-04,0
-1.6390e-04,0.004
-1.6386e-04,0
-1.6382e-04,0
-1.6378e-04,0
-1.6374e-04,0
-1.6370e-04,0
-1.6366e-04,0.004
-1.6362e-04,0
-1.6358e-04,0
-1.6354e-04,0
-1.6350e-04,0
-1.6346e-04,0
-1.6342e-04,0
-1.6338e-04,0
-1.6334e-04,0
-1.6330e-04,0
-1.6326e-04,0.004
-1.6322e-04,0
-1.6318e-04,0
-1.6314e-04,0
-1.6310e-04,0.004
-1.6306e-04,0
-1.6302e-04,0
-1.6298e-04,0
-1.6294e-04,0.004
-1.6290e-04,0
-1.6286e-04,0
-1.6282e-04,0
-1.6278e-04,0.004
-1.6274e-04,0
-1.6270e-04,0.004
-1.6266e-04,0
-1.6262e-04,0.004
-1.6258e-04,0.004
-1.6254e-04,0
-1.6250e-04,0
-1.6246e-04,0
-1.6242e-04,0
-1.6238e-04,0
-1.6234e-04,0
-1.6230e-04,0
-1.6226e-04,0
-1.6222e-04,0.004
-1.6218e-04,0
-1.6214e-04,0.004
-1.6210e-04,0.004
-1.6206e-04,0
-1.6202e-04,0
-1.6198e-04,0.004
-1.6194e-04,0
-1.6190e-04,0.004
-1.6186e-04,0
-1.6182e-04,0.004
-1.6178e-04,0
-1.6174e-04,0
-1.6170e-04,0
-1.6166e-04,0
-1.6162e-04,0.004
-1.6158e-04,0
-1.6154e-04,0.004
-1.6150e-04,0
-1.6146e-04,0
-1.6142e-04,0
-1.6138e-04,0
-1.6134e-04,0
-1.6130e-04,0
-1.6126e-04,0
-1.6122e-04,0
-1.6118e-04,0
-1.6114e-04,0
-1.6110e-04,0
-1.6106e-04,0
-1.6102e-04,0.004
-1.6098e-04,0
-1.6094e-04,0
-1.6090e-04,0
-1.6086e-04,0
-1.6082e-04,0.004
-1.6078e-04,0
-1.6074e-04,0.004
-1.6070e-04,0
-1.6066e-04,0.004
-1.6062e-04,0.004
-1.6058e-04,0.004
-1.6054e-04,0
-1.6050e-04,0
-1.6046e-04,0
-1.6042e-04,0.004
-1.6038e-04,0
-1.6034e-04,0.004
-1.6030e-04,0
-1.6026e-04,0.004
-1.6022e-04,0
-1.6018e-04,0
-1.6014e-04,0
-1.6010e-04,0
-1.6006e-04,0.004
-1.6002e-04,0
-1.5998e-04,0
-1.5994e-04,0
-1.5990e-04,0
-1.5986e-04,0.004
-1.5982e-04,0.004
-1.5978e-04,0
-1.5974e-04,0.004
-1.5970e-04,0
-1.5966e-04,0
-1.5962e-04,0
-1.5958e-04,0.004
-1.5954e-04,0
-1.5950e-04,0
-1.5946e-04,0.004
-1.5942e-04,0
-1.5938e-04,0
-1.5934e-04,0.004
-1.5930e-04,0
-1.5926e-04,0
-1.5922e-04,0
-1.5918e-04,0
-1.5914e-04,0
-1.5910e-04,0.004
-1.5906e-04,0
-1.5902e-04,0
-1.5898e-04,0.004
-1.5894e-04,0
-1.5890e-04,0
-1.5886e-04,0
-1.5882e-04,0
-1.5878e-04,0
-1.5874e-04,0
-1.5870e-04,0
-1.5866e-04,0
-1.5862e-04,0
-1.5858e-04,0
-1.5854e-04,0
-1.5850e-04,0
-1.5846e-04,0
-1.5842e-04,0
-1.5838e-04,0
-1.5834e-04,0
-1.5830e-04,0
-1.5826e-04,0
-1.5822e-04,0
-1.5818e-04,0
-1.5814e-04,0
-1.5810e-04,0
-1.5806e-04,0.004
-1.5802e-04,0
-1.5798e-04,0.004
-1.5794e-04,0
-1.5790e-04,0
-1.5786e-04,0
-1.5782e-04,0
-1.5778e-04,0.004
-1.5774e-04,0
-1.5770e-04,0
-1.5766e-04,0.004
-1.5762e-04,0.004
-1.5758e-04,0.004
-1.5754e-04,0
-1.5750e-04,0
-1.5746e-04,0.004
-1.5742e-04,0.004
-1.5738e-04,0
-1.5734e-04,0
-1.5730e-04,0
-1.5726e-04,0.004
-1.5722e-04,0
-1.5718e-04,0.004
-1.5714e-04,0
-1.5710e-04,0
-1.5706e-04,0
-1.5702e-04,0.004
-1.5698e-04,0
-1.5694e-04,0
-1.5690e-04,0
-1.5686e-04,0
-1.5682e-04,0.004
-1.5678e-04,0
-1.5674e-04,0.004
-1.5670e-04,0
-1.5666e-04,0.004
-1.5662e-04,0
-1.5658e-04,0.004
-1.5654e-04,0
-1.5650e-04,0
-1.5646e-04,0
-1.5642e-04,0
-1.5638e-04,0.004
-1.5634e-04,0
-1.5630e-04,0
-1.5626e-04,0
-1.5622e-04,0
-1.5618e-04,0
-1.5614e-04,0.004
-1.5610e-04,0
-1.5606e-04,0
-1.5602e-04,0
-1.5598e-04,0
-1.5594e-04,0
-1.5590e-04,0
-1.5586e-04,0
-1.5582e-04,0
-1.5578e-04,0
-1.5574e-04,0
-1.5570e-04,0
-1.5566e-04,-0.004
-1.5562e-04,0.004
-1.5558e-04,0.004
-1.5554e-04,0
-1.5550e-04,0.004
-1.5546e-04,0.004
-1.5542e-04,0.004
-1.5538e-04,0
-1.5534e-04,0
-1.5530e-04,0.004
-1.5526e-04,0.004
-1.5522e-04,0
-1.5518e-04,0
-1.5514e-04,0
-1.5510e-04,0
-1.5506e-04,0
-1.5502e-04,0
-1.5498e-04,0
-1.5494e-04,0.004
-1.5490e-04,0
-1.5486e-04,0.004
-1.5482e-04,0.004
-1.5478e-04,0
-1.5474e-04,0
-1.5470e-04,0
-1.5466e-04,0
-1.5462e-04,0
-1.5458e-04,0
-1.5454e-04,0
-1.5450e-04,0
-1.5446e-04,0.004
-1.5442e-04,0
-1.5438e-04,0
-1.5434e-04,0
-1.5430e-04,0
-1.5426e-04,0
-1.5422e-04,0.004
-1.5418e-04,0.004
